Index,Likes,Comment
1493,0,U r asking qsn which are beneficial for the meitei. Pls refrain from such qsn....or r u just a spy in the guise of journalist????
1494,0,"How many volunteers, what guns and shift timing???? What does it matter to you as a journalist??? 😡😡"
1495,0,Pathen in kuki chate gal jo na hin pe ta hen.. 🙏🙏🙏
1496,1,Kukis are not just being violence they also so good at acting to get sympathy from others. I envy their personality😂. I was about to think they are trying to protect themself😂😂😂😂
1497,0,If there was an opposition led state then we would have seen the national media again.
1498,0,"They must have been cautious about revealing about their weapons, trenches,shifts , man power"
1499,0,Liar meitei
1500,0,Meitei guys liar 😂😂😂
1501,0,"Kuki start the war by burning of 1000s of houses, resulting into displacement of more then 50000 peoples, now they are staying in the relief camp, killing of more then 150+ innocence, raped and molested and now they are acting as if they are the victim. what a lie? What a drama? Even your jesus christ won't never forgive you people."
1502,0,I can't see government in this... Why people are forced to protect themselves. This is the work of our government. It is so unacceptable. Government is guilty.
1503,0,Manipur is for andani n for modani😂
1504,0,When the government is doing prostitution then the public will have to protect itself.
1505,0,Why are Muslims destroying Churches in Pakistan.😊
1506,0,one sided news...???
1507,0,Modi is the reason why Manipur is burning today
1508,0,Bjp along are plan this vilence if not then how they don't do anything to stop violence but the supreme Court it self have to take care
1509,4,Separate state for all ethnic and religious minorities of India ✊🏽✊🏽✊🏽
1510,0,"Why only Single barrel guns, showcase all those automatic and sub machine guns like in the 15th august parrade at churchandpur ( named after manipur king Churchand )"
1511,0,"The work of erecting queue in Myanmar border has been completed, NRC should be added in Manipur, illegal immigrants should be removed, Long Live Manipur Jai Hind ❤"
1512,0,I pumpi(bomb) uh show se² louh d hia...😅
1513,0,"This is the situation the current Fascist regime want to create in the whole country, especially in the BIMARU states."
1514,0,Againnnn lairrr😂
1515,0,Did i hear it right? The  conclusion! O_o is the journalist blaming the ordinary people for the ongoing saga? That the war continues because the people took up arms to defend themselves! Was not expecting this from team NL
1516,0,Meiteis always comes with lies. No one is stupid enough to believe them when the Manipur gvt.supplied them with more than 6k assault rifles with more than 6lakhs bullets with mortars & grenades. They too think everyone believed what's coming out of their mouth at the same time 😂😂😂😂
1517,0,Guns and strength of the enlisted army should'nt be asked it may bring advantages to opponent.
1518,0,"All Hindus in The West, USA NZ OZ UK .. RETURN HOME. Dip&Sip The Most Cleanest Holiest Purest Water of Ganges and STAY PUT. 
Return Home. Now.p"
1519,0,No One With  Right Sense Thinks The Fascists Modi&ashah combine and their Rssxals  is a govt for All Indians.
1520,2,"India was never really united before the British colonized it. Now, things are just getting better. It is not just Manipur, if caste system, bureaucratic corruption, exploitation of capital continue to ravage India, one day India will continue to be many small countries."
1521,0,The government has divided two communities permanently 😢
1522,1,"Both communities will say the same thing 
We are protecting our villages"
1523,0,Butcher and decapitate all the meteis. Leave none
1524,0,It's Zo
1525,0,The guns will last till food lasts.
1526,0,😓 I am sorry
1527,0,no need to talk too much to say the deatail about  gun
1528,3,Maytay and tribals needs to live in a seperate state at any cost
1529,0,"2:07 Look at him, smiling and facing away from the reporter when asked if they have any automatic weapons. Any psychologist will know a lying person just by seeing that small reaction."
1530,0,"Local made guns are still illegal, do these kuki people mean to say that if i make a gun at my house, then it is legal?"
1531,0,Meiteis and kukis must stop fighting against  each other and find a everlasting solution for them.
1532,0,"Don't take money from kuki miscreants, why this channel support them we all know it,"
1533,0,Dont wory  manipuri people  prepared to wipe out all kukis
1534,0,15 years old instead of carrying book is carrying gun this the worst that can happen to a state..i feel so sad for them..
1535,0,You would have needed to defend yourself sharply..but why would you burn a church? Hmmmm.
1536,0,Coronako dartaina kukine darts mask q pentai
1537,0,❤️🙏🙏🙏🙏🙏
1538,0,Kuki minai machasa sijarone noibu😂😂
1539,0,Every Groud Report: How many Volunteers are there? Can you tell me the Exact no.? Dude Are you going to Distribute a gun ? 🗿😔🤣
1540,0,"News reporter chun ep a ngaito a manchah, volunteers tiho doh ham. Ima Jousse Seiding Jong Hidehpoi."
1541,0,final showdown once and for all this time. no compromise after all the bloodshed. 🎉
1542,1,It's a war between illegal kuki refugees and indigenous people.
1543,0,BBC forget one Q...which community start violence.....
1544,0,Kuki r crying in national media always.... 😅😅😅😅 shame thuii we never do that
1545,0,Central govt. Please remove kuki refugees from India Manipur otherwise this war will again to another state too
1546,0,Meitei LMG shooter was shot death by single barrel when meitei LMG shooter came to attack tribal villages of Kuki.
1547,0,Dont go against manipur govt otherwise BJP will file fir agaisnt you
1548,0,Meitei means to lie
1549,0,"Why manipur govt is giving automatic weapons to untrained meitei villagers, this is the reason why manipur is still burning"
1550,0,Jungle Raj like in bihar 1990s
1551,0,We don't have automatic weapons but simi auto m16 ar15 sniper lies lies they shoot down from hill to meitei people killing farmers kukies lies
1552,0,A militant person from the Kuki community killed a Meitei public person.
1553,0,Why is World War III written on the Map?????? Seriously?
1554,0,"Kuki, there is already a war with the Naga, bro, the herd said, hey Kakuki."
1555,0,"Kukii people r always saying lies kukii say they don have gun saying they have lot of gun kukii r starting to fight meitei kuki r always saying meitei r attack us that,y we  holding fun for protect full of saying lies if reporter r camp they will hide the gun what ya kukii people r doing all know about ur bad nature but think never win"
1556,0,The media is misleading and.  It is important to verify information before believing it.
1557,0,so we all should be silent and let government deside the matter
1558,0,Kuki-zo r so defender. Long-Live Kuki-Zo. 🙏🏼💪🙌🏾👏🤝👍☝👆
1559,0,"When the KukiZo village got attacked, why is there automatic gun sound heard and mortars 🤔"
1560,0,kuki immigrant is fighting for land is injustice wheares meitei fighting to save land is justice.
1561,0,most of kuki volunteers r mayanmaries..paid volunteers..foreigner
1562,0,"Whom are the meiteis protecting themselves from😂😂.
When they r the ones attacking.
Are they protecting themselves from wind or hurricane?"
1563,0,Kuki 😂😂😂😂😂😂😂
1564,0,"Meitei Narco-Terrorists keep attacking Kuki-Zo Tribal villages. That's the reason why the Kuki-Zo Tribal has to defend and protect themselves from Meitei Narco-Terrorists.
Kuki-Zo never ever attacked any Meitei area, they don't need to guard it, nothing to be afraid of for them."
1565,0,"When he said that ""we dont fight with Meiteis but they fight with us"", i really thought he can even win oscar award. They are the ones who started this violence and still they are saying this in front of camera."
1566,0,Speaking lies will not help in any situation.
1567,0,"meiteis were lie..they have 5000 looted automatic weapon ,600000 ammunition, they are  always attsckers."
